T04n0192_p0001a01_##<mj>
T04n0192_p0001a02N##No. 192
T04n0192_p0001a03J##[01]佛所行讚卷第一[02](亦云佛本行經)
T04n0192_p0001a04_##
T04n0192_p0001a05A##[03]馬鳴菩薩[04]造
T04n0192_p0001a06Y##北涼天竺三藏曇無讖譯
T04n0192_p0001a07D##[05]生品第一
T04n0192_p0001a08S##　甘蔗之苗裔，　　釋迦無勝王，
T04n0192_p0005c04S##　貴賤及貧富，　　長幼及中年，
T04n0192_p0005c05S##　悉皆恭敬禮，　　唯願令吉祥。
T04n0192_p0005c06S##　郭邑及田里，　　聞太子當出，
T04n0192_p0005c07S##　尊卑不待辭，　　寤寐不相告。
T04n0192_p0005c08S##　六畜不遑收，　　錢財不及斂，
T04n0192_p0005c09S##　門戶不容閉，　　奔馳走路傍。
T04n0192_p0005c10S##　樓閣堤塘樹，　　[穴/ㄙ/心]牖衢巷間，
T04n0192_p0005c11S##　側身競容目，　　瞪矚觀無厭。
T04n0192_p0005c12S##　高觀謂投地，　　步者謂乘虛，
T04n0192_p0005c13S##　意專不自覺，　　形神若雙飛。
T04n0192_p0005c14S##　虔虔恭形觀，　　不生放逸心，
T04n0192_p0005c15S##　圓體[月*庸]支節，　　色若蓮花敷，
T04n0192_p0005c16S##　今出處園林，　　願成聖法仙。
T04n0192_p0005c17S##　太子見修塗，　　莊嚴從人眾，
T04n0192_p0005c18S##　服乘鮮光澤，　　欣然心歡悅。
T04n0192_p0005c19S##　國人瞻太子，　　嚴儀勝羽從，
T04n0192_p0005c20S##　亦如諸[19]天眾，　　見天太子生。
T04n0192_p0005c21S##　時[20]淨居天王，　　忽然在道側，
T04n0192_p0005c22S##　變形衰老相，　　勸生厭離心。
T04n0192_p0005c23S##　太子見老人，　　驚怪問御者：
T04n0192_p0005c24S##「此是何等人？　　頭白而背僂，
T04n0192_p0005c25S##　目冥身戰搖，　　任杖而羸步。
T04n0192_p0005c26S##　為是身卒[21]變，　　為受性自爾？」
T04n0192_p0005c27S##　御者心躊躇，　　不敢以實答，
T04n0192_p0005c28S##　淨居加神力，　　令其表真言：
T04n0192_p0005c29S##「色變氣虛微，　　多憂少歡樂，
T04n0192_p0006a01S##　喜忘諸根羸，　　是名衰老相。
T04n0192_p0006a02S##　此本為嬰兒，　　長養於母乳，
T04n0192_p0006a03S##　及童子嬉遊，　　端正恣五欲，
T04n0192_p0006a04S##　年逝形枯朽，　　今為老所壞。」
T04n0192_p0006a05S##　太子長歎息，　　而問御者言：
T04n0192_p0006a06S##「但彼獨衰老，　　吾等亦當然？」
T04n0192_p0006a07S##　御者又答言：　　「尊亦有此分，
T04n0192_p0006a08S##　時移形自變，　　必至無所疑，
T04n0192_p0006a09S##　少壯無不老，　　舉世知而求。」
T04n0192_p0006a10S##　菩薩久[01]修習，　　清淨智慧業，
T04n0192_p0006a11S##　廣[＊]殖諸德本，　　願果[02]華於今。
T04n0192_p0006a12S##　聞說衰老苦，　　戰慄身毛[豎-豆+立]，
T04n0192_p0006a13S##　雷[03]霆霹靂聲，　　群獸怖奔走。
T04n0192_p0006a14S##　菩薩亦如是，　　震怖長噓息，
T04n0192_p0006a15S##　繫心於老苦，　　頷頭而瞪矚，
T04n0192_p0006a16S##　念此衰老苦，　　世人何愛樂？
T04n0192_p0006a17S##　老相之所壞，　　觸類無所擇，
T04n0192_p0006a18S##　雖有壯色力，　　無一不遷變。
T04n0192_p0006a19S##　目前見證相，　　如何不厭離？
T04n0192_p0006a20S##　菩薩謂御者，　　宜速迴車還，
T04n0192_p0006a21S##　念念衰老至，　　園林何足歡？
T04n0192_p0006a22S##　[04]受命即風馳，　　飛輪旋本宮。
T04n0192_p0006a23S##　心存朽暮境，　　如歸空[土*(蒙-卄)]間，
T04n0192_p0006a24S##　觸事不留情，　　所居無暫安。
T04n0192_p0006a25S##　王聞子不悅，　　勸令重出遊，
T04n0192_p0006a26S##　即[束*力]諸群臣，　　莊嚴復勝前。
T04n0192_p0006a27S##　天復化病人，　　守命在路傍，
T04n0192_p0006a28S##　身瘦而腹大，　　呼吸長喘息，
T04n0192_p0006a29S##　手[腳-谷+去]攣枯燥，　　悲泣而呻吟。
T04n0192_p0006b01S##　太子問御者：　　「此復何等人？」
T04n0192_p0006b02S##　對曰：「是病者，　　四大俱錯亂，
T04n0192_p0006b03S##　羸劣無所堪，　　轉側恃仰人。」
T04n0192_p0006b04S##　太子聞所說，　　即生哀愍心，
T04n0192_p0006b05S##　問：「唯此人病，　　餘亦當復爾？」
T04n0192_p0006b06S##　對曰：「此世間，　　一切俱亦然，
T04n0192_p0006b07S##　有身必有患，　　愚癡樂朝歡。」
T04n0192_p0006b08S##　太子聞其說，　　即生大恐怖，
T04n0192_p0006b09S##　身心悉戰動，　　譬如揚波月。
T04n0192_p0006b10S##　處斯大苦器，　　云何能自安？
T04n0192_p0006b11S##　嗚呼世間人，　　愚惑癡闇障，
T04n0192_p0006b12S##　病賊至無期，　　而生喜樂心。
T04n0192_p0006b13S##　於是迴車還，　　愁憂念病苦，
T04n0192_p0006b14S##　如人被打害，　　[05]捲身待杖至，
T04n0192_p0006b15S##　靜息於閑宮，　　專求反世樂。
T04n0192_p0006b16S##　王復聞子還，　　[束*力]問何因緣？
T04n0192_p0006b17S##　對曰見病[06]人，　　王怖猶失身。
T04n0192_p0006b18S##　深責治路者，　　心結口不言，
T04n0192_p0006b19S##　復增[07]伎女眾，　　音樂倍勝前。
T04n0192_p0006b20S##　以此悅視聽，　　樂俗不厭家，
T04n0192_p0006b21S##　晝夜進聲色，　　其心未始歡。
T04n0192_p0006b22S##　王自出遊歷，　　更求勝妙園，
T04n0192_p0006b23S##　[08]簡擇諸婇女，　　美艷極[恣>姿]顏。
T04n0192_p0006b24S##　[09]諂[烈-列+(里*吉)]能奉事，　　容媚能惑人，
T04n0192_p0006b25S##　增修王御道，　　防制諸不淨，
T04n0192_p0006b26S##　并[束*力]善御者，　　瞻察擇路行。
T04n0192_p0006b27S##　時彼淨居天，　　復化為死人，
T04n0192_p0006b28S##　四人共持輿，　　現於菩薩前，
T04n0192_p0006b29S##　餘人悉不覺，　　菩薩御者見。
T04n0192_p0006c01S##　問：「此何等輿？　　幡花雜莊嚴，
T04n0192_p0006c02S##　從者悉憂慼，　　散髮號哭隨。」
T04n0192_p0006c03S##　天神教御者，　　對曰：「為死人。
T04n0192_p0006c04S##　諸根壞命斷，　　心散念識離，
T04n0192_p0006c05S##　神逝形乾燥，　　挺直如枯木。
T04n0192_p0006c06S##　親戚諸朋友，　　恩愛素纏綿，
T04n0192_p0006c07S##　今悉不喜見，　　遠棄空[土*(蒙-卄)]間。」
T04n0192_p0006c08S##　太子聞死聲，　　悲痛心交結。
T04n0192_p0006c09S##　問：「唯此人死，　　天下亦俱然？」
T04n0192_p0006c10S##　對曰：「普皆爾，　　夫始必有終，
T04n0192_p0006c11S##　長幼及中年，　　有身莫不壞。」
T04n0192_p0006c12S##　太子心驚怛，　　身垂車軾前，
T04n0192_p0006c13S##　息殆絕而嘆，　　世人一何誤？
T04n0192_p0006c14S##　公見身磨滅，　　猶尚放逸生。
T04n0192_p0006c15S##　心非枯木石，　　曾不慮無常？
T04n0192_p0006c16S##　即[束*力]迴車還，　　非復遊戲時，
T04n0192_p0006c17S##　命[10]絕死無期，　　如何縱心遊？
T04n0192_p0006c18S##　御者奉王[束*力]，　　畏怖不敢旋，
T04n0192_p0006c19S##　正御疾驅馳，　　徑往[11]至彼園。
T04n0192_p0006c20S##　林流[12]滿清淨，　　嘉木悉敷榮，
T04n0192_p0006c21S##　靈禽雜奇獸，　　飛走欣和鳴，
T04n0192_p0006c22s##　光耀悅耳目，　　猶[13]天難陀園。
T04n0192_p0006c23D##[14]佛所行讚離欲品第四
T04n0192_p0006c24S##　太子入園林，　　眾女來奉迎，
T04n0192_p0006c25S##　並生希遇想，　　競媚進幽誠，
T04n0192_p0006c26S##　各盡[15]伎姿態，　　供侍隨所宜。
T04n0192_p0006c27S##　或有執手足，　　或遍摩其身，
T04n0192_p0006c28S##　或復對言笑，　　或現憂慼容，
T04n0192_p0006c29S##　規以悅太子，　　令生愛樂心。
T04n0192_p0007a01S##　眾女見太子，　　光顏狀天身，
T04n0192_p0007a02S##　不假諸飾好，　　素體踰莊嚴，
T04n0192_p0007a03S##　一切皆瞻仰，　　謂月天子來。
T04n0192_p0007a04S##　種種設方便，　　不動菩薩心，
T04n0192_p0007a05S##　更互相顧視，　　抱愧寂無言。
T04n0192_p0007a06S##　有婆羅門子，　　名曰[01]優陀夷，
T04n0192_p0007a07S##　謂諸婇女言：　　「汝等悉端正，
T04n0192_p0007a08S##　聰明多[02]技術，　　色力亦不常，
T04n0192_p0007a09S##　兼解諸世間，　　隱[03]祕隨欲方，
T04n0192_p0007a10S##　容色世希有，　　狀如[04]王女形。
T04n0192_p0007a11S##　天見捨妃后，　　神仙為之傾，
T04n0192_p0007a12S##　如何人王子，　　不能感其情？
T04n0192_p0007a13S##　今此王太子，　　持心雖堅固，
T04n0192_p0007a14S##　清淨德純備，　　不勝女人力。
T04n0192_p0007a15S##　古昔[05]孫陀利，　　能壞大仙人，
T04n0192_p0007a16S##　令習於愛欲，　　以足蹈其頂。
T04n0192_p0007a17S##　長苦行[06]瞿曇，　　亦為天后壞，
T04n0192_p0007a18S##　[07]勝渠仙人子，　　習欲隨[泳-永+公]流。
T04n0192_p0007a19S##　[08]毘尸婆梵仙，　　修道十千歲，
T04n0192_p0007a20S##　深著於天后，　　一日頓破壞。
T04n0192_p0007a21S##　如彼諸美女，　　力勝諸梵行，
T04n0192_p0007a22S##　況汝等[09]技術，　　不能感王子？
T04n0192_p0007a23S##　當更勤方便，　　勿令絕王嗣，
T04n0192_p0007a24S##　女人性雖賤，　　尊榮隨勝[10]天。
T04n0192_p0007a25S##　何不盡其術，　　令彼生染心？」
T04n0192_p0007a26S##　爾時婇女眾，　　慶聞優陀說，
T04n0192_p0007a27S##　增其踊悅心，　　如鞭策良馬，
T04n0192_p0007a28S##　往到太子前，　　各進種種術。
T04n0192_p0007a29S##　歌舞或言笑，　　揚眉露白齒，
T04n0192_p0007b01S##　美目相眄睞，　　輕衣[11]現素身。
T04n0192_p0007b02S##　妖搖而徐步，　　詐親漸習近，
T04n0192_p0007b03S##　情欲實其心，　　兼奉大王[12]旨，
T04n0192_p0007b04S##　[13]慢形[14]媟隱陋，　　忘其慚愧情。
T04n0192_p0007b05S##　太子心堅固，　　傲然不改容，
T04n0192_p0007b06S##　猶如大龍象，　　群象眾[園>圍]遶，
T04n0192_p0007b07S##　不能亂其心，　　處眾若閑居。
T04n0192_p0007b08S##　猶如天帝釋，　　諸天女圍繞，
T04n0192_p0007b09S##　太子在園林，　　圍繞亦如是。
T04n0192_p0007b10S##　或為整衣服，　　或為洗手足，
T04n0192_p0007b11S##　或以香塗身，　　或以華嚴飾。
T04n0192_p0007b12S##　或為貫瓔珞，　　或有扶抱身，
T04n0192_p0007b13S##　或為安枕席，　　或傾身密語。
T04n0192_p0007b14S##　或世俗調戲，　　或說眾欲事，
T04n0192_p0007b15S##　或作諸欲形，　　規以動其心。
T04n0192_p0007b16S##　菩薩心清淨，　　堅固難可轉，
T04n0192_p0007b17S##　聞諸婇女說，　　不憂亦不喜。
T04n0192_p0007b18S##　倍生厭思惟，　　嘆此為奇怪，
T04n0192_p0007b19S##　始知諸女人，　　欲心盛如是。
T04n0192_p0007b20S##　不知少壯色，　　俄頃老死壞，
T04n0192_p0007b21S##　哀哉此大惑，　　愚癡覆其心。
T04n0192_p0007b22S##　當思老病死，　　晝夜勤勗勵，
T04n0192_p0007b23S##　鋒[15]刃臨其頸，　　如何猶嬉笑？
T04n0192_p0007b24S##　見他老病死，　　不知自觀察，
T04n0192_p0007b25S##　是則泥木人，　　當有何心慮？
T04n0192_p0007b26S##　如空野雙樹，　　華葉俱茂盛，
T04n0192_p0007b27S##　一已被斬伐，　　第二不知怖。
T04n0192_p0007b28S##　此等諸人輩，　　無心亦如是。
T04n0192_p0007b29S##　爾時優陀夷，　　來至太子所，
T04n0192_p0007c01S##　見宴默禪思，　　心無五欲想，
T04n0192_p0007c02S##　即白太子言：　　「大王先見[束*力]，
T04n0192_p0007c03S##　為子作良友，　　今當奉誠言。
T04n0192_p0007c04S##　朋友有三種，　　能除不饒益，
T04n0192_p0007c05S##　成人饒益事，　　遭難不遺棄。
T04n0192_p0007c06S##　我既名善友，　　棄捨丈夫[16]義，
T04n0192_p0007c07S##　言不盡所懷，　　何名為三益？
T04n0192_p0007c08S##　今故說真言，　　以表我丹誠。
T04n0192_p0007c09S##　年在於盛時，　　容色[得>德]充備，
T04n0192_p0007c10S##　不重於女人，　　斯非勝人體。
T04n0192_p0007c11S##　正使無實心，　　宜應方便納，
T04n0192_p0007c12S##　當生軟下心，　　隨順取其意。
T04n0192_p0007c13S##　愛欲增憍慢，　　無過於女人，
T04n0192_p0007c14S##　且今心雖背，　　法應方便隨。
T04n0192_p0007c15S##　順女心為樂，　　順為莊嚴具，
T04n0192_p0007c16S##　若人離於順，　　如樹無花果。
T04n0192_p0007c17S##　何故應隨順？　　攝受其事故，
T04n0192_p0007c18S##　已得難得境，　　勿起輕易想。
T04n0192_p0007c19S##　欲為最第一，　　天猶不能忘，
T04n0192_p0007c20S##　帝釋尚私通，　　瞿曇仙人妻。
T04n0192_p0007c21S##　[17]阿伽陀仙人，　　長夜脩苦行，
T04n0192_p0007c22S##　為以求天后，　　而遂願不果。
T04n0192_p0007c23S##　[18]婆羅墮仙人，　　及與月天子，
T04n0192_p0007c24S##　[19]婆羅舍仙人，　　與[20]迦賓闍羅，
T04n0192_p0007c25S##　如是比眾多，　　悉為女人壞，
T04n0192_p0007c26S##　況今自境界，　　而不能娛樂？
T04n0192_p0007c27S##　宿世[＊]殖德本，　　得此妙眾具，
T04n0192_p0007c28S##　世間皆樂著，　　而心反不珍？」
T04n0192_p0007c29S##　爾時王太子，　　聞友優陀夷，
T04n0192_p0008a01S##　甜辭利口辯，　　善說世間相。
T04n0192_p0008a02S##　答言優陀夷：　　「感汝誠心說，
T04n0192_p0008a03S##　我今當語汝，　　且復留心聽。
T04n0192_p0008a04S##　不薄妙境界，　　亦知世人樂，
T04n0192_p0008a05S##　但見無常相，　　故生患累心。
T04n0192_p0008a06S##　若此法常存，　　無老病死苦，
T04n0192_p0008a07S##　我亦應[01]受樂，　　終無厭離心。
T04n0192_p0008a08S##　若令諸女色，　　至竟無衰變，
T04n0192_p0008a09S##　愛欲雖為過，　　猶可留人情。
T04n0192_p0008a10S##　人有老病死，　　彼應自不樂，
T04n0192_p0008a11S##　何況於他人，　　而生染著心？
T04n0192_p0008a12S##　非常五欲境，　　自身俱亦然，
T04n0192_p0008a13S##　而生愛樂心，　　此則同禽獸。
T04n0192_p0008a14S##　汝所引諸仙，　　習著五欲者，
T04n0192_p0008a15S##　彼即可厭患，　　習欲故磨滅。
T04n0192_p0008a16S##　又稱彼勝[02]士，　　樂著五欲境，
T04n0192_p0008a17S##　亦復同磨滅，　　當知彼非勝。
T04n0192_p0008a18S##　[03]若言假方便，　　隨順習近者，
T04n0192_p0008a19S##　習則真染著，　　何名為方便？
T04n0192_p0008a20S##　虛誑[04]偽隨順，　　是事我不為，
T04n0192_p0008a21S##　真實隨順者，　　是則為非法。
T04n0192_p0008a22S##　此心難裁抑，　　隨事即生著，
T04n0192_p0008a23S##　著則不見過，　　如何方便隨？
T04n0192_p0008a24S##　[05]處順而心乖，　　此理我不見。
T04n0192_p0008a25S##　[06]如是老病死，　　大苦之積聚，
T04n0192_p0008a26S##　令我墜其中，　　此非知識說。
T04n0192_p0008a27S##　嗚呼優陀夷，　　真為大肝膽。
T04n0192_p0008a28S##　生老病死患，　　此苦甚可畏，
T04n0192_p0008a29S##　眼見悉朽壞，　　而猶樂追逐。
T04n0192_p0008b01S##　今我至儜劣，　　其心亦狹小，
T04n0192_p0008b02S##　思惟老病死，　　卒至不預期。
T04n0192_p0008b03S##　晝夜忘睡眠，　　何由習五欲？
T04n0192_p0008b04S##　老病死熾然，　　決定至無疑，
T04n0192_p0008b05S##　猶不知憂慼，　　真為木石心。」
T04n0192_p0008b06S##　太子為優陀，　　種種巧方便，
T04n0192_p0008b07S##　說欲為深患，　　不覺至日暮。
T04n0192_p0008b08S##　時諸婇女眾，　　[07]伎樂莊嚴具，
T04n0192_p0008b09S##　一切悉無用，　　慚愧還入城。
T04n0192_p0008b10S##　太子見園林，　　莊嚴悉休廢，
T04n0192_p0008b11S##　[08]伎女盡還歸，　　其處盡虛寂，
T04n0192_p0008b12S##　倍增非常想，　　俛仰還本宮。
T04n0192_p0008b13S##　父王聞太子，　　心絕於五欲，
T04n0192_p0008b14S##　極生大憂苦，　　如利刺貫心。
T04n0192_p0008b15S##　即召諸群臣，　　問欲設[09]何方？
T04n0192_p0008b16s##　咸言非五欲，　　所能留其心。
T04n0192_p0008b17D##[10]佛所行讚出城品第五
T04n0192_p0008b18S##　王復增種種，　　勝妙五欲具，
T04n0192_p0008b19S##　晝夜以娛樂，　　冀悅太子心。
T04n0192_p0008b20S##　太子深厭離，　　了無愛樂情，
T04n0192_p0008b21S##　但思生死苦，　　如被箭師子。
T04n0192_p0008b22S##　王使諸大臣，　　貴族名子弟，
T04n0192_p0008b23S##　年少勝姿顏，　　聰慧執禮儀，
T04n0192_p0008b24S##　晝夜同遊止，　　以取太子心，
T04n0192_p0008b25S##　如是未幾時，　　啟王復出遊。
T04n0192_p0008b26S##　服乘駿足馬，　　眾寶具莊嚴，
T04n0192_p0008b27S##　與諸貴族子，　　圍遶俱出城。
T04n0192_p0008b28S##　譬如四種華，　　日照悉開敷，
T04n0192_p0008b29S##　太子耀神景，　　羽從悉蒙光。
T04n0192_p0008c01S##　出城遊園林，　　修路廣[11]且平，
T04n0192_p0008c02S##　樹木花果茂，　　心樂遂忘歸。
T04n0192_p0008c03S##　路傍見耕人，　　墾壤殺諸虫，
T04n0192_p0008c04S##　其心生悲惻，　　痛踰刺貫心。
T04n0192_p0008c05S##　又見彼農夫，　　勤苦形枯悴，
T04n0192_p0008c06S##　蓬髮而流汗，　　塵土坌其身。
T04n0192_p0008c07S##　耕牛亦疲困，　　吐舌而急喘，
